List1	List2	Similarity
{'гъиль', 'гъил', 'гъилив'}	{'гьикьа', 'гъиль', 'гъилив', 'гъил', 'гъулуджу'}	DIFFERENT
{'гъулуджу'}	{'гьикьа', 'гъиль', 'гъилив', 'гъил', 'гъулуджу'}	DIFFERENT
{'гьикьа'}	{'гьикьа', 'гъиль', 'гъилив', 'гъил', 'гъулуджу'}	DIFFERENT
{'квакье'}	{'кваххе', 'квакье', 'кваха'}	DIFFERENT
{'кваххе', 'кваха'}	{'кваххе', 'квакье', 'кваха'}	DIFFERENT
{'квелъир'}	{'кулъа', 'квелъир'}	DIFFERENT
{'кулъа'}	{'кулъа', 'квелъир'}	DIFFERENT
{'хали'}	{'хилив', 'хали', 'хел', 'хыль', 'хьуль', 'qeli', 'хилим'}	DIFFERENT
{'хилив', 'хим', 'хел', 'хыль', 'хьуль', 'хилим'}	{'хилив', 'хали', 'хел', 'хыль', 'хьуль', 'qeli', 'хилим'}	DIFFERENT
{'хилив', 'хим', 'хел', 'хыль', 'хьуль', 'хилим'}	{'хим'}	DIFFERENT
{'хук'}	{'хулук', 'хук'}	DIFFERENT
{'хулук'}	{'хулук', 'хук'}	DIFFERENT
{'саъун', 'сап1ын', 'ссапун', 'сябуьн', 'sap’uni', 'сабин', 'сапынь', 'сопIон', 'sabun', 'зябун', 'сап1уни', "sap'on", 'зяпун', 'зайбун', 'сапин', 'сап1ынь', 'ЗАПУН', 'сабюн', 'сабын', 'сап1он', 'сяун', "sap'oni", 'саг1бун', 'sapun', 'сагьу', 'саьгьабин', 'зябюн', 'соп1он', 'сапун', 'саба', 'зяхпун', 'сагIбун', 'сяйбун', 'сябин', 'сап1ань', 'сябун', 'сяъун', 'saponi', 'зяйпун', 'sabın', 'ссапин', 'запун', 'сябюн', 'sːupun', 'сабун', 'мыло', 'зяхъбун', 'сапIуни', 'саьпун', 'саьбин', 'saboon', 'зягьбюн', 'зяйбун'}	{'саъун', 'сап1ын', 'ссапун', 'сябуьн', 'sap’uni', 'сабин', 'сапынь', 'сопIон', 'sabun', 'зябун', 'сап1уни', "sap'on", 'зяпун', 'зайбун', 'сапин', 'сап1ынь', 'ЗАПУН', 'сабюн', 'сабын', 'сап1он', 'сяун', "sap'oni", 'саг1бун', 'sapun', 'саьгьабин', 'зябюн', 'соп1он', 'сапун', 'саба', 'зяхпун', 'сагIбун', 'сяйбун', 'сябин', 'сап1ань', 'сябун', 'сяъун', 'saponi', 'зяйпун', 'sabın', 'ссапин', 'запун', 'сябюн', 'sːupun', 'сабун', 'зяхъбун', 'сапIуни', 'саьпун', 'саьбин', 'saboon', 'зягьбюн', 'зяйбун'}	DIFFERENT
{'саъун', 'сап1ын', 'ссапун', 'сябуьн', 'sap’uni', 'сабин', 'сапынь', 'сопIон', 'sabun', 'зябун', 'сап1уни', "sap'on", 'зяпун', 'зайбун', 'сапин', 'сап1ынь', 'ЗАПУН', 'сабюн', 'сабын', 'сап1он', 'сяун', "sap'oni", 'саг1бун', 'sapun', 'сагьу', 'саьгьабин', 'зябюн', 'соп1он', 'сапун', 'саба', 'зяхпун', 'сагIбун', 'сяйбун', 'сябин', 'сап1ань', 'сябун', 'сяъун', 'saponi', 'зяйпун', 'sabın', 'ссапин', 'запун', 'сябюн', 'sːupun', 'сабун', 'мыло', 'зяхъбун', 'сапIуни', 'саьпун', 'саьбин', 'saboon', 'зягьбюн', 'зяйбун'}	{'мыло'}	DIFFERENT
{'саъун', 'сап1ын', 'ссапун', 'сябуьн', 'sap’uni', 'сабин', 'сапынь', 'сопIон', 'sabun', 'зябун', 'сап1уни', "sap'on", 'зяпун', 'зайбун', 'сапин', 'сап1ынь', 'ЗАПУН', 'сабюн', 'сабын', 'сап1он', 'сяун', "sap'oni", 'саг1бун', 'sapun', 'сагьу', 'саьгьабин', 'зябюн', 'соп1он', 'сапун', 'саба', 'зяхпун', 'сагIбун', 'сяйбун', 'сябин', 'сап1ань', 'сябун', 'сяъун', 'saponi', 'зяйпун', 'sabın', 'ссапин', 'запун', 'сябюн', 'sːupun', 'сабун', 'мыло', 'зяхъбун', 'сапIуни', 'саьпун', 'саьбин', 'saboon', 'зягьбюн', 'зяйбун'}	{'сагьу'}	DIFFERENT
{'няни', 'мени', 'маьгъли', 'меъни', 'маниъ', 'мя1ни', 'ма1ъний', 'mahni', 'маьли', 'мякъли', 'мяъали', 'маъни', 'няъни', 'магьме', 'махни', 'мяъни', 'магъни', 'мейни', 'мяг1ни', 'маьгьме', 'мяьли', 'ма1ли', 'мани', 'ма1кьни', 'маъяни', 'мегlни', 'мег1ни', 'мегIни', 'макьни', 'далай', 'маькъли', 'mahnı', 'мяъли'}	{'мени', 'маьгъли', 'меъни', 'маниъ', 'мя1ни', 'ма1ъний', 'mahni', 'маьли', 'мякъли', 'мяъали', 'маъни', 'магьме', 'махни', 'мяъни', 'магъни', 'мейни', 'мяг1ни', 'маьгьме', 'мяьли', 'ма1ли', 'мани', 'ма1кьни', 'маъяни', 'мегlни', 'мег1ни', 'мегIни', 'макьни', 'маькъли', 'mahnı', 'мяъли'}	DIFFERENT
{'няни', 'мени', 'маьгъли', 'меъни', 'маниъ', 'мя1ни', 'ма1ъний', 'mahni', 'маьли', 'мякъли', 'мяъали', 'маъни', 'няъни', 'магьме', 'махни', 'мяъни', 'магъни', 'мейни', 'мяг1ни', 'маьгьме', 'мяьли', 'ма1ли', 'мани', 'ма1кьни', 'маъяни', 'мегlни', 'мег1ни', 'мегIни', 'макьни', 'далай', 'маькъли', 'mahnı', 'мяъли'}	{'далай'}	DIFFERENT
{'oghnieh', 'ughniyah'}	{'oghnieh'}	DIFFERENT
{'oghnieh', 'ughniyah'}	{'ughniyah'}	DIFFERENT
{'баяти', 'баяд', 'байти?'}	{'байти?'}	DIFFERENT
{'баяти', 'баяд', 'байти?'}	{'баяд', 'баяти'}	DIFFERENT
{'йир', 'йиш', 'йыр'}	{'йир', 'йыр'}	DIFFERENT
{'йир', 'йиш', 'йыр'}	{'йиш'}	DIFFERENT
{'няни', 'мени', 'маьгъли', 'меъни', 'маниъ', 'мя1ни', 'ма1ъний', 'mahni', 'маьли', 'мякъли', 'мяъали', 'маъни', 'няъни', 'магьме', 'махни', 'мяъни', 'магъни', 'мейни', 'мяг1ни', 'маьгьме', 'мяьли', 'ма1ли', 'мани', 'ма1кьни', 'маъяни', 'мегlни', 'мег1ни', 'мегIни', 'макьни', 'далай', 'маькъли', 'mahnı', 'мяъли'}	{'няни', 'няъни'}	DIFFERENT
{'soop'}	{'soop', 'sup podtv', 'sup', 'суп', 'sup’i', "sup'i"}	DIFFERENT
{'sup podtv', 'sup', 'суп', 'sup’i', "sup'i"}	{'soop', 'sup podtv', 'sup', 'суп', 'sup’i', "sup'i"}	DIFFERENT
{"ts'veni", "ts'veni podtv", "ts'eni", "ts'eni ok", "ts'umiani"}	{"ts'veni", "ts'veni podtv", "ts'eni", "ts'eni ok"}	DIFFERENT
{"ts'veni", "ts'veni podtv", "ts'eni", "ts'eni ok", "ts'umiani"}	{"ts'umiani"}	DIFFERENT
{'ек1'}	{'йикь', 'ек1'}	DIFFERENT
{'йикь'}	{'йикь', 'ек1'}	DIFFERENT
{'беле', "pel'", 'бел', 'beel', 'bel', 'пел', 'белле'}	{'беле', "pel'", 'бел', 'бер а борода', 'beel', 'bel', 'пел', 'белле', 'пер', 'бер'}	DIFFERENT
{'kürək', 'kürək podtv', 'кюрек', 'kürümək', 'курак', 'qurək'}	{'kürümək', 'qurək', 'kürək', 'kürək podtv'}	DIFFERENT
{'бер а борода', 'пер', 'бер'}	{'беле', "pel'", 'бел', 'бер а борода', 'beel', 'bel', 'пел', 'белле', 'пер', 'бер'}	DIFFERENT
{'йирф', 'йирф для зерна'}	{'йирф', 'юрф', 'йирф для зерна'}	DIFFERENT
{'к1ат1а', 'к1ета', 'к1ет1а', 'к1ет1т1а', 'кьета', 'кIктIа'}	{'к1ат1а', 'к1ета', 'к1ет1а', 'к1ет1т1а', 'т1ет1а', 'кIктIа'}	DIFFERENT
{'kürək', 'kürək podtv', 'кюрек', 'kürümək', 'курак', 'qurək'}	{'курак', 'кюрек'}	DIFFERENT
{'къылсе', 'къулсе', 'кьасу', 'кьусу'}	{'къылсе', 'къулсе'}	DIFFERENT
{'къылсе', 'къулсе', 'кьасу', 'кьусу'}	{'кьасу', 'кьусу'}	DIFFERENT
{'к1ат1а', 'к1ета', 'к1ет1а', 'к1ет1т1а', 'кьета', 'кIктIа'}	{'кьета'}	DIFFERENT
{'т1ет1а'}	{'к1ат1а', 'к1ета', 'к1ет1а', 'к1ет1т1а', 'т1ет1а', 'кIктIа'}	DIFFERENT
{'юрф', 'юхь'}	{'йирф', 'юрф', 'йирф для зерна'}	DIFFERENT
{'юрф', 'юхь'}	{'юхь'}	DIFFERENT
{'уьруьмджег', 'hörümçək', 'hörümçək podtv', 'урюнджек', 'урумджей', 'урумджек'}	{'hörümçək podtv', 'hörümçək'}	DIFFERENT
{'уьруьмджег', 'hörümçək', 'hörümçək podtv', 'урюнджек', 'урумджей', 'урумджек'}	{'уьруьмджег', 'урумджей', 'урюнджек', 'урумджек'}	DIFFERENT
{'ххаразан', 'харазан'}	{'харазан'}	DIFFERENT
{'хаш-хаш', 'хашхаш', 'хашхаш п'}	{'хвашв', 'хашхаш п', 'хаш-хаш', 'хашв', 'хашхаш'}	DIFFERENT
{'хашанк1алый', 'шанк1ал', 'хашанк1валый', 'хашанкал?', 'хашанкIвалый', 'хашанк1ал', 'хашанкIал'}	{'хашанк1алый', 'хашанк1валый', 'хашанкал?', 'хашанкIвалый', 'хашанк1ал', 'хашанкIал'}	DIFFERENT
{'хашв', 'хвашв'}	{'хвашв', 'хашхаш п', 'хаш-хаш', 'хашв', 'хашхаш'}	DIFFERENT
{'хуьшрекан', 'хуьчрекун', 'хшрекан', 'хуьшрека'}	{'хуьчрекун'}	DIFFERENT
{'хуьшрекан', 'хуьчрекун', 'хшрекан', 'хуьшрека'}	{'хуьшрекан', 'хшрекан', 'хуьшрека'}	DIFFERENT
{'ххаразан', 'харазан'}	{'ххаразан'}	DIFFERENT
{'хашанк1алый', 'шанк1ал', 'хашанк1валый', 'хашанкал?', 'хашанкIвалый', 'хашанк1ал', 'хашанкIал'}	{'шанк1ал'}	DIFFERENT
{'къашугъ', 'хъашугъ', 'ghashogh', 'хъашокъ', 'ашухъ', 'q(g)aşıq', 'qaşıq', 'къашыкъ', 'кьашокь', 'qaşik'}	{'къашугъ', 'хъашугъ', 'ghashogh', 'хъашокъ', 'q(g)aşıq', 'qaşıq', 'къашыкъ', 'кьашокь', 'qaşik'}	DIFFERENT
{'кIовзи', 'хъоци', 'хъози', 'к1обзи', 'k’obzi', "k'ovz", "k'ovzi"}	{"k'ovz", "k'ovzi", 'k’obzi'}	DIFFERENT
{'къашугъ', 'хъашугъ', 'ghashogh', 'хъашокъ', 'ашухъ', 'q(g)aşıq', 'qaşıq', 'къашыкъ', 'кьашокь', 'qaşik'}	{'ашухъ'}	DIFFERENT
{'кIовзи', 'хъоци', 'хъози', 'к1обзи', 'k’obzi', "k'ovz", "k'ovzi"}	{'хъози', 'кIовзи', 'к1обзи', 'хъоци'}	DIFFERENT
{'ðanab', 'zanab'}	{'ðanab'}	DIFFERENT
{'quyruq'}	{'хъуйругъ', 'quyruq', 'куйрукъ', 'къуйрукъ', 'уйрух'}	DIFFERENT
{'ðanab', 'zanab'}	{'zanab'}	DIFFERENT
{'куйрукъ', 'къуйрукъ'}	{'хъуйругъ', 'quyruq', 'куйрукъ', 'къуйрукъ', 'уйрух'}	DIFFERENT
{'рижви', 'рудж', 'ружв', 'риж', 'рижв', 'рыдж', 'ридж', 'ризв', 'руджв', 'лиж / риж'}	{'рижви', 'рудж', 'ружв', 'лиж / риж', 'риж', 'рыдж', 'ридж', 'ризв', 'руджв', 'рижв', 'рачI'}	DIFFERENT
{'мах1и', 'мигьи1', 'МÁХIИ'}	{'могъорч1у', 'мигъорч1у', 'мах1и', 'мигъерч1ч1у', 'мигьи1', 'тум', 'мигъа', 'МÁХIИ'}	DIFFERENT
{'мигъа'}	{'могъорч1у', 'мигъорч1у', 'мах1и', 'мигъерч1ч1у', 'мигьи1', 'тум', 'мигъа', 'МÁХIИ'}	DIFFERENT
{'мигъорч1у', 'мигъерч1ч1у', 'могъорч1у'}	{'могъорч1у', 'мигъорч1у', 'мах1и', 'мигъерч1ч1у', 'мигьи1', 'тум', 'мигъа', 'МÁХIИ'}	DIFFERENT
{'рач1ч1ел', 'рачI'}	{'рач1ч1ел', 'хвост'}	DIFFERENT
{'рач1ч1ел', 'рачI'}	{'рижви', 'рудж', 'ружв', 'лиж / риж', 'риж', 'рыдж', 'ридж', 'ризв', 'руджв', 'рижв', 'рачI'}	DIFFERENT
{'тум'}	{'могъорч1у', 'мигъорч1у', 'мах1и', 'мигъерч1ч1у', 'мигьи1', 'тум', 'мигъа', 'МÁХIИ'}	DIFFERENT
{'уйрух'}	{'хъуйругъ', 'quyruq', 'куйрукъ', 'къуйрукъ', 'уйрух'}	DIFFERENT
{'хвост'}	{'рач1ч1ел', 'хвост'}	DIFFERENT
{'хъуйругъ'}	{'хъуйругъ', 'quyruq', 'куйрукъ', 'къуйрукъ', 'уйрух'}	DIFFERENT
{'oğru', 'oğru podtv', 'örgu'}	{'oğru podtv', 'УГЪРИ', 'уручу', 'örgu', 'угъурчи', 'oğru', 'огъри', 'угъри'}	DIFFERENT
{'джинджял'}	{'джинжях', 'джинджял'}	DIFFERENT
{'джинжях'}	{'джинжях', 'джинджял'}	DIFFERENT
{'икIекIнакIу'}	{'ОКIЕКIНÁКIУ', 'икIекIнакIу'}	DIFFERENT
{'къачах', 'качах', 'кач1агъ', 'къачагъ'}	{'кач1агъ', 'къачагъ', 'хъачагъ', 'качах', 'къачах'}	DIFFERENT
{'огъри'}	{'oğru podtv', 'УГЪРИ', 'уручу', 'örgu', 'угъурчи', 'oğru', 'огъри', 'угъри'}	DIFFERENT
{'ОКIЕКIНÁКIУ'}	{'ОКIЕКIНÁКIУ', 'икIекIнакIу'}	DIFFERENT
{'сегънар'}	{'сегънар', 'сихнари'}	DIFFERENT
{'сихнари'}	{'сегънар', 'сихнари'}	DIFFERENT
{'сырыхчи', 'убулчи/сырыхчи', 'сырыхчей'}	{'сырыхчи', 'сырыхчей'}	DIFFERENT
{'тIафал', 'т1афал', 'тIафалчи', 'тафал', 'т1афал подтвердил', 'тlафал', 'т1ярачи'}	{'тIафал', 'т1афал', 'тIафалчи', 'тафал', 'т1афал подтвердил', 'тlафал'}	DIFFERENT
{'тIафал', 'т1афал', 'тIафалчи', 'тафал', 'т1афал подтвердил', 'тlафал', 'т1ярачи'}	{'хъатрик1', 'хъатрик', 'т1ярачи', 'хъатрикI'}	DIFFERENT
{'сырыхчи', 'убулчи/сырыхчи', 'сырыхчей'}		NOT IN LIST 2
{'угъри', 'УГЪРИ', 'угъурчи'}	{'oğru podtv', 'УГЪРИ', 'уручу', 'örgu', 'угъурчи', 'oğru', 'огъри', 'угъри'}	DIFFERENT
{'уручу'}	{'oğru podtv', 'УГЪРИ', 'уручу', 'örgu', 'угъурчи', 'oğru', 'огъри', 'угъри'}	DIFFERENT
{'хъатрик1', 'хъатрик', 'хъатрикI'}	{'хъатрик1', 'хъатрик', 'т1ярачи', 'хъатрикI'}	DIFFERENT
{'хъачагъ'}	{'кач1агъ', 'къачагъ', 'хъачагъ', 'качах', 'къачах'}	DIFFERENT
{'шейъ', 'шей подтвердил', 'шекъ', 'ШЕЙ', "shei'", 'şey lyuboye', 'şey', 'шеъ', 'шей', 'şey podtv'}	{'шейъ', 'k’ihmat', 'шей подтвердил', 'шекъ', 'ШЕЙ', "shei'", 'şey lyuboye', 'şey', 'шеъ', 'шей', 'şey podtv'}	DIFFERENT
{'k’ihmat', 'veš', 'вещь'}	{'veš', 'вещь'}	DIFFERENT
{'нагъар', 'наа'}	{'наа'}	DIFFERENT
{'нагъар', 'наа'}	{'нагъар'}	DIFFERENT
{'ц1ик1ва'}	{'ц1ик1ва', 'цик1ал'}	DIFFERENT
{'цик1ал'}	{'ц1ик1ва', 'цик1ал'}	DIFFERENT
{'dzapi - georgian', 'dzapi', 'dzap'}	{'sap', 'dzapi - georgian', 'dzapi', 'dzap', 'сап'}	DIFFERENT
{'ip - толстая', 'ip', 'ip podtv'}	{'им', 'ип', 'ипь', 'ip podtv', 'йип', 'ip - толстая', 'ip'}	DIFFERENT
{'k’ihmat', 'veš', 'вещь'}	{'шейъ', 'k’ihmat', 'шей подтвердил', 'шекъ', 'ШЕЙ', "shei'", 'şey lyuboye', 'şey', 'шеъ', 'шей', 'şey podtv'}	DIFFERENT
{'сап', 'sap'}	{'sap', 'dzapi - georgian', 'dzapi', 'dzap', 'сап'}	DIFFERENT
{'даже'}		NOT IN LIST 2
{'им'}	{'им', 'ип', 'ипь', 'ip podtv', 'йип', 'ip - толстая', 'ip'}	DIFFERENT
{'йип', 'ипь', 'ип'}	{'им', 'ип', 'ипь', 'ip podtv', 'йип', 'ip - толстая', 'ip'}	DIFFERENT
{'кару'}	{'квари', 'квасул', 'кору', 'кару'}	DIFFERENT
{'квари'}	{'квари', 'квасул', 'кору', 'кару'}	DIFFERENT
{'квасул'}	{'квари', 'квасул', 'кору', 'кару'}	DIFFERENT
{'кору'}	{'квари', 'квасул', 'кору', 'кару'}	DIFFERENT
{'т1ат1', 'т1ат'}	{'т1ат1', 'т1ат', 'тай'}	DIFFERENT
{'т1урин потолще', 'т1урим', 'т1урин'}	{'т1урин потолще', 'т1урим', 'ттун', 'т1урин'}	DIFFERENT
{'тай'}	{'т1ат1', 'т1ат', 'тай'}	DIFFERENT
{'ттун'}	{'т1урин потолще', 'т1урим', 'ттун', 'т1урин'}	DIFFERENT
{'ухара'}	{'ухура', 'ухара', 'ухур'}	DIFFERENT
{'ухура', 'ухур'}	{'ухура', 'ухара', 'ухур'}	DIFFERENT
{'вегIда', 'са вахт', 'vaxt', 'waqt', 'вахта', 'вахтт', 'вакъти', 'vaght', 'ваххт', 'вахту', 'вахт'}	{'са вахт', 'vaxt', 'waqt', 'вахта', 'вахтт', 'вакъти', 'vaght', 'ваххт', 'вахту', 'вахт', '*вахт'}	DIFFERENT
{'mex'}	{'МЕХ', 'мих', 'мех', 'mex'}	DIFFERENT
{'вегIда', 'са вахт', 'vaxt', 'waqt', 'вахта', 'вахтт', 'вакъти', 'vaght', 'ваххт', 'вахту', 'вахт'}	{'вегIда', 'вяде', 'вяда'}	DIFFERENT
{'вяде', 'вяда'}	{'вегIда', 'вяде', 'вяда'}	DIFFERENT
{'МЕХ', 'мих', 'мех'}	{'МЕХ', 'мих', 'мех', 'mex'}	DIFFERENT
{'рег1а', 'ригьи'}	{'рег1а'}	DIFFERENT
{'рег1а', 'ригьи'}	{'ригьи'}	DIFFERENT
{'тембекю', 'тембек', 'таммако', 'тенбек', 'тамакю', 'чембеку', 'tammako', 'тембекуь', 'тамаку', 'ТЕНБЕК', 'tambako', 'тамако', 'тамбак', 'тямбаку', 'тамакко', 'тембаку', 'тембеку', 'таммаку', 'тимбек', 'тамахьо', 'tambakoo', 'тамбаку подтвердил', 'тамбаку', 'тамахьу'}	{'тембекю', 'тембек', 'таммако', 'тенбек', 'тамакю', 'чембеку', 'tammako', 'тембекуь', 'тамаку', 'тахьо', 'ТЕНБЕК', 'тако', 'tambako', 'тамако', 'тамбак', 'тямбаку', 'тамакко', 'тембаку', 'тембеку', 'таммаку', 'тимбек', 'къех1', 'тамахьо', 'tambakoo', 'тамбаку подтвердил', 'тамбаку', 'тамахьу'}	DIFFERENT
{'тутун/тамбаку', 'тютюн', 'tütün', 'tootoon', 'туьтуьн', 'tutuni', 'tutun', 'туьтуьнь', 'тутун', 'tütüni'}	{'тютюн', 'tütün', 'tootoon', 'туьтуьн', 'tutuni', 'tutun', 'туьтуьнь', 'тутун', '*тютюнь', 'tütüni'}	DIFFERENT
{'къех1'}	{'тембекю', 'тембек', 'таммако', 'тенбек', 'тамакю', 'чембеку', 'tammako', 'тембекуь', 'тамаку', 'тахьо', 'ТЕНБЕК', 'тако', 'tambako', 'тамако', 'тамбак', 'тямбаку', 'тамакко', 'тембаку', 'тембеку', 'таммаку', 'тимбек', 'къех1', 'тамахьо', 'tambakoo', 'тамбаку подтвердил', 'тамбаку', 'тамахьу'}	DIFFERENT
{'тако'}	{'тембекю', 'тембек', 'таммако', 'тенбек', 'тамакю', 'чембеку', 'tammako', 'тембекуь', 'тамаку', 'тахьо', 'ТЕНБЕК', 'тако', 'tambako', 'тамако', 'тамбак', 'тямбаку', 'тамакко', 'тембаку', 'тембеку', 'таммаку', 'тимбек', 'къех1', 'тамахьо', 'tambakoo', 'тамбаку подтвердил', 'тамбаку', 'тамахьу'}	DIFFERENT
{'тахьо'}	{'тембекю', 'тембек', 'таммако', 'тенбек', 'тамакю', 'чембеку', 'tammako', 'тембекуь', 'тамаку', 'тахьо', 'ТЕНБЕК', 'тако', 'tambako', 'тамако', 'тамбак', 'тямбаку', 'тамакко', 'тембаку', 'тембеку', 'таммаку', 'тимбек', 'къех1', 'тамахьо', 'tambakoo', 'тамбаку подтвердил', 'тамбаку', 'тамахьу'}	DIFFERENT
{'тутун/тамбаку', 'тютюн', 'tütün', 'tootoon', 'туьтуьн', 'tutuni', 'tutun', 'туьтуьнь', 'тутун', 'tütüni'}		NOT IN LIST 2
{'кельбатун', 'келбатун', 'калбатун', 'келпете', 'кальбэтин', 'кальбатын', 'kalbatun', 'кербетин', 'кальбатун'}	{'kalbatun'}	DIFFERENT
{'qalbətin'}	{'qalbətin', 'келбатун', 'кельбатун', 'калбатун', 'кальбэтин', 'кальбатын', 'кербетин', 'кальбатун'}	DIFFERENT
{'къяц', 'кьамццар', 'кьянцц', 'къецI', 'гъецI', 'кьамцца', 'гъец1е', 'къа1ц', 'кьанцц', 'кьамцар', 'к1ац1ул', 'кьамцц', 'кьяц1а', 'χacʼi', 'кьямцяр', 'гъурц1у', 'къец1', 'къяц1а', 'кьямц', 'хоцIу', 'къец', 'хуц1у', 'къаца', 'ХаЦIУ', 'кьянц', 'ХÓЦIУ', 'кьеццар', 'xac’o', 'гьец1и', 'кьанццар', 'хиц1', 'к1ац', 'къац', 'кьяцар', 'кьянццар', 'кьанццар - и то', 'къец1ар', 'кьац1а', 'гъец1и', 'къа1ц1', 'кьянц(п = плоскогубцы)'}	{'xac’o', 'χacʼi'}	DIFFERENT
{'къяц', 'кьамццар', 'кьянцц', 'къецI', 'гъецI', 'кьамцца', 'гъец1е', 'къа1ц', 'кьанцц', 'кьамцар', 'к1ац1ул', 'кьамцц', 'кьяц1а', 'χacʼi', 'кьямцяр', 'гъурц1у', 'къец1', 'къяц1а', 'кьямц', 'хоцIу', 'къец', 'хуц1у', 'къаца', 'ХаЦIУ', 'кьянц', 'ХÓЦIУ', 'кьеццар', 'xac’o', 'гьец1и', 'кьанццар', 'хиц1', 'к1ац', 'къац', 'кьяцар', 'кьянццар', 'кьанццар - и то', 'къец1ар', 'кьац1а', 'гъец1и', 'къа1ц1', 'кьянц(п = плоскогубцы)'}	{'гъец1и', 'гьец1и', 'гъец1е', 'гъецI'}	DIFFERENT
{'къяц', 'кьамццар', 'кьянцц', 'къецI', 'гъецI', 'кьамцца', 'гъец1е', 'къа1ц', 'кьанцц', 'кьамцар', 'к1ац1ул', 'кьамцц', 'кьяц1а', 'χacʼi', 'кьямцяр', 'гъурц1у', 'къец1', 'къяц1а', 'кьямц', 'хоцIу', 'къец', 'хуц1у', 'къаца', 'ХаЦIУ', 'кьянц', 'ХÓЦIУ', 'кьеццар', 'xac’o', 'гьец1и', 'кьанццар', 'хиц1', 'к1ац', 'къац', 'кьяцар', 'кьянццар', 'кьанццар - и то', 'къец1ар', 'кьац1а', 'гъец1и', 'къа1ц1', 'кьянц(п = плоскогубцы)'}	{'гъурц1у'}	DIFFERENT
{'къяц', 'кьамццар', 'кьянцц', 'къецI', 'гъецI', 'кьамцца', 'гъец1е', 'къа1ц', 'кьанцц', 'кьамцар', 'к1ац1ул', 'кьамцц', 'кьяц1а', 'χacʼi', 'кьямцяр', 'гъурц1у', 'къец1', 'къяц1а', 'кьямц', 'хоцIу', 'къец', 'хуц1у', 'къаца', 'ХаЦIУ', 'кьянц', 'ХÓЦIУ', 'кьеццар', 'xac’o', 'гьец1и', 'кьанццар', 'хиц1', 'к1ац', 'къац', 'кьяцар', 'кьянццар', 'кьанццар - и то', 'къец1ар', 'кьац1а', 'гъец1и', 'къа1ц1', 'кьянц(п = плоскогубцы)'}	{'къяц', 'к1ац', 'къац', 'къяц1а', 'къец1', 'къецI', 'къец', 'къец1ар', 'къа1ц', 'къа1ц1', 'къаца', 'к1ац1ул'}	DIFFERENT
{'кельбатун', 'келбатун', 'калбатун', 'келпете', 'кальбэтин', 'кальбатын', 'kalbatun', 'кербетин', 'кальбатун'}	{'qalbətin', 'келбатун', 'кельбатун', 'калбатун', 'кальбэтин', 'кальбатын', 'кербетин', 'кальбатун'}	DIFFERENT
{'кельбатун', 'келбатун', 'калбатун', 'келпете', 'кальбэтин', 'кальбатын', 'kalbatun', 'кербетин', 'кальбатун'}	{'келпете'}	DIFFERENT
{'къяц', 'кьамццар', 'кьянцц', 'къецI', 'гъецI', 'кьамцца', 'гъец1е', 'къа1ц', 'кьанцц', 'кьамцар', 'к1ац1ул', 'кьамцц', 'кьяц1а', 'χacʼi', 'кьямцяр', 'гъурц1у', 'къец1', 'къяц1а', 'кьямц', 'хоцIу', 'къец', 'хуц1у', 'къаца', 'ХаЦIУ', 'кьянц', 'ХÓЦIУ', 'кьеццар', 'xac’o', 'гьец1и', 'кьанццар', 'хиц1', 'к1ац', 'къац', 'кьяцар', 'кьянццар', 'кьанццар - и то', 'къец1ар', 'кьац1а', 'гъец1и', 'къа1ц1', 'кьянц(п = плоскогубцы)'}	{'кьамцц', 'кьяц1а', 'кьамццар', 'кьямцяр', 'кьянц', 'кьямц', 'кьяцар', 'кьянцц', 'кьянццар', 'кьанццар - и то', 'кьамцца', 'кьац1а', 'кьянц(п = плоскогубцы)', 'кьеццар', 'кьанцц', 'кьанццар', 'кьамцар'}	DIFFERENT
{'къяц', 'кьамццар', 'кьянцц', 'къецI', 'гъецI', 'кьамцца', 'гъец1е', 'къа1ц', 'кьанцц', 'кьамцар', 'к1ац1ул', 'кьамцц', 'кьяц1а', 'χacʼi', 'кьямцяр', 'гъурц1у', 'къец1', 'къяц1а', 'кьямц', 'хоцIу', 'къец', 'хуц1у', 'къаца', 'ХаЦIУ', 'кьянц', 'ХÓЦIУ', 'кьеццар', 'xac’o', 'гьец1и', 'кьанццар', 'хиц1', 'к1ац', 'къац', 'кьяцар', 'кьянццар', 'кьанццар - и то', 'къец1ар', 'кьац1а', 'гъец1и', 'къа1ц1', 'кьянц(п = плоскогубцы)'}	{'ХаЦIУ', 'ХÓЦIУ', 'хоцIу', 'хуц1у', 'хиц1'}	DIFFERENT
{'desmali', 'desmal', 'dəsmal', 'dastar', '-mal', 'tasmal', 'десмал', 'десмел', 'тесмал', 'дестамал', 'дастамал', 'дасмал', 'дестимал', 'дэстмал', 'тасмал', 'dasmal', 'ДАСМАЛ', 'дэстемал'}	{'-mal'}	DIFFERENT
